id,lat,lng,fast,overhead,sv,combined,has_sv,reason
M00425,33.106039,-105.719943,1,1,-1,1,False,
M00426,33.120633,-105.729150,2,2,-1,2,False,
M00427,33.120285,-105.728810,1,1,-1,1,False,
M00428,33.058811,-105.706451,1,1,-1,1,False,
M00429,33.058654,-105.706032,1,1,-1,1,False,
M00430,33.058210,-105.705946,1,1,-1,1,False,
M00431,33.057766,-105.705861,1,1,-1,1,False,
M00432,33.105742,-105.719602,1,1,-1,1,False,
M00433,33.105394,-105.719262,1,1,-1,1,False,
M00434,33.105047,-105.718921,1,1,-1,1,False,
M00435,33.150067,-105.755532,2,2,-1,2,False,
M00436,33.149823,-105.755081,1,1,-1,1,False,
M00437,33.149578,-105.754631,2,2,-1,2,False,
M00438,33.162551,-105.808839,1,1,-1,1,False,
M00439,33.162525,-105.808303,0,0,-1,0,False,
M00440,33.162498,-105.807767,1,1,-1,1,False,
M00441,33.162443,-105.806636,4,4,2,4,True,"The cyan line marking the corridor runs directly through dense shrub/tree canopy in the lower half of the image. The vegetation presses into and overlaps the line route, leaving little clearance, though the canopy appears more like low-medium shrubs than tall overhanging trees."
M00442,33.162418,-105.806099,2,2,-1,2,False,
M00443,33.162393,-105.805563,2,2,-1,2,False,
M00444,33.063002,-105.711218,1,1,-1,1,False,
M00445,33.062567,-105.711353,0,0,-1,0,False,
M00446,33.062483,-105.711379,0,0,-1,0,False,
M00447,33.062048,-105.711516,1,1,-1,1,False,
M00448,33.114422,-105.724966,2,2,-1,2,False,
M00449,33.113999,-105.724785,1,1,-1,1,False,
M00450,33.113741,-105.724675,1,1,-1,1,False,
M00451,33.113356,-105.724399,1,1,-1,1,False,
M00452,33.112970,-105.724122,1,1,-1,1,False,
M00453,33.111713,-105.723249,1,1,-1,1,False,
M00454,33.111328,-105.722973,1,1,-1,1,False,
M00455,33.110942,-105.722696,2,2,-1,2,False,
M00456,33.109617,-105.721923,1,1,-1,1,False,
M00457,33.109174,-105.721838,1,1,-1,1,False,
M00458,33.108730,-105.721752,1,1,-1,1,False,
M00459,33.110743,-105.722553,1,1,-1,1,False,
M00460,33.110336,-105.722325,1,1,-1,1,False,
M00461,33.109929,-105.722097,1,1,-1,1,False,
M00462,33.107377,-105.721483,1,1,-1,1,False,
M00463,33.107054,-105.721110,1,1,-1,1,False,
M00464,33.106731,-105.720736,1,1,-1,1,False,
M00465,33.108415,-105.721691,1,1,-1,1,False,
M00466,33.107971,-105.721602,1,1,-1,1,False,
M00467,33.107528,-105.721513,1,1,-1,1,False,
M00468,33.103681,-105.717829,1,1,-1,1,False,
M00469,33.103268,-105.717616,1,1,-1,1,False,
M00470,33.102855,-105.717404,1,1,-1,1,False,
M00471,33.104402,-105.718375,1,1,-1,1,False,
M00472,33.104023,-105.718087,2,2,-1,2,False,
M00473,33.100078,-105.716370,1,1,-1,1,False,
M00474,33.099647,-105.716217,1,1,-1,1,False,
M00475,33.099216,-105.716065,1,1,-1,1,False,
M00476,33.099182,-105.716053,1,1,-1,1,False,
M00477,33.098751,-105.715903,4,4,0,4,True,"The cyan line passes directly through a large cluster of trees at the center marker. While the surrounding terrain is mostly open grassland with scattered trees, the line clearly runs over and through this dense tree cluster, indicating significant canopy directly on the corridor with little clearance."
M00478,33.098319,-105.715753,1,1,-1,1,False,
M00479,33.096749,-105.715116,1,1,-1,1,False,
M00480,33.096326,-105.714936,1,1,-1,1,False,
M00481,33.095902,-105.714756,1,1,-1,1,False,
M00482,33.098027,-105.715652,1,1,-1,1,False,
M00483,33.097602,-105.715474,1,1,-1,1,False,
M00484,33.097178,-105.715296,1,1,-1,1,False,
M00485,33.096754,-105.715118,1,1,-1,1,False,
M00486,33.093058,-105.713639,1,1,-1,1,False,
M00487,33.092616,-105.713540,1,1,-1,1,False,
M00488,33.092174,-105.713440,1,1,-1,1,False,
M00489,33.091732,-105.713341,1,1,-1,1,False,
M00490,33.091727,-105.713340,1,1,-1,1,False,
M00491,33.091278,-105.713315,1,1,-1,1,False,
M00492,33.090829,-105.713291,1,1,-1,1,False,
M00493,33.090471,-105.713271,1,1,-1,1,False,
M00494,33.090022,-105.713240,0,0,-1,0,False,
M00495,33.089573,-105.713208,1,1,-1,1,False,
M00496,33.088166,-105.713125,1,1,-1,1,False,
M00497,33.087716,-105.713101,1,1,-1,1,False,
M00498,33.087267,-105.713078,1,1,-1,1,False,
M00499,33.089381,-105.713195,1,1,-1,1,False,
M00500,33.088931,-105.713169,1,1,-1,1,False,
M00501,33.088482,-105.713143,1,1,-1,1,False,
M00502,33.087129,-105.713071,1,1,-1,1,False,
M00503,33.086693,-105.712938,1,1,-1,1,False,
M00504,33.086258,-105.712805,1,1,-1,1,False,
M00505,33.164945,-105.827413,2,2,-1,2,False,
M00506,33.164994,-105.827050,1,1,-1,1,False,
M00507,33.164808,-105.825829,3,4,3,5,True,"The marked line route (cyan) runs directly through dense scrubby tree and shrub canopy that crowds and overhangs the corridor from both sides. There is little clearance, with vegetation pressing into the route, indicating significant encroachment that could contact conductors."
M00508,33.164784,-105.825292,0,0,-1,0,False,
M00509,33.164760,-105.824756,0,0,-1,0,False,
M00510,33.164743,-105.824373,1,1,-1,1,False,
M00511,33.164738,-105.823836,1,1,-1,1,False,
M00512,33.164733,-105.823299,2,2,-1,2,False,
M00513,33.164728,-105.822762,1,1,-1,1,False,
M00514,33.164750,-105.822149,1,1,-1,1,False,
M00515,33.164726,-105.822546,2,2,-1,2,False,
M00516,33.164880,-105.815381,1,1,-1,1,False,
M00517,33.164858,-105.814919,2,2,-1,2,False,
M00518,33.164859,-105.814382,1,1,-1,1,False,
M00519,33.164860,-105.813845,1,1,-1,1,False,
M00520,33.162817,-105.810095,1,1,-1,1,False,
M00521,33.162707,-105.809574,1,1,-1,1,False,
M00522,33.162596,-105.809053,1,1,-1,1,False,
M00523,33.163820,-105.811361,2,2,-1,2,False,
M00524,33.163511,-105.810971,1,1,-1,1,False,
M00525,33.163202,-105.810581,1,1,-1,1,False,
M00526,33.162893,-105.810191,0,0,-1,0,False,
M00527,33.154186,-105.770865,1,1,-1,1,False,
M00528,33.154190,-105.771402,2,2,-1,2,False,
M00529,33.154181,-105.769832,1,1,-1,1,False,
M00530,33.154184,-105.770369,0,0,-1,0,False,
M00531,33.152521,-105.765075,1,1,-1,1,False,
M00532,33.152547,-105.765602,1,1,-1,1,False,
M00533,33.151577,-105.758737,2,2,-1,2,False,
M00534,33.151538,-105.758471,4,5,-1,5,False,"The line route (cyan) runs directly through dense tall tree canopy with no cleared corridor visible. Trees overhang the entire path, indicating severe vegetation encroachment over the conductors."
M00535,33.151315,-105.758005,2,2,-1,2,False,
M00536,33.151747,-105.759625,1,1,-1,1,False,
M00537,33.151647,-105.759101,2,2,-1,2,False,
M00538,33.151927,-105.760568,1,1,-1,1,False,
M00539,33.151827,-105.760045,3,3,-1,3,False,"The cyan line marks the corridor route across mostly open scrubland. Scattered trees and shrubs are present, with some isolated trees touching the corridor line near the marker and more dense vegetation pressing in from the lower-left side. Moderate encroachment overall but no continuous dense canopy directly over the route."
M00540,33.151159,-105.757680,1,1,-1,1,False,
M00541,33.150921,-105.757225,2,2,-1,2,False,
M00542,33.150741,-105.756881,2,2,-1,2,False,
M00543,33.150510,-105.756420,2,2,-1,2,False,
M00544,33.150280,-105.755958,2,2,-1,2,False,
M00545,33.149339,-105.754189,2,2,-1,2,False,
M00546,33.149097,-105.753737,3,4,-1,4,False,"The cyan line marks the corridor crossing terrain that transitions from open scrubby ground in the upper portion to a cluster of tall trees in the lower-left and center. The line passes directly over and along the edge of a dense stand of tall canopy near the pin, with trees clearly pressing into and overhanging the route, leaving little clearance on that side."
M00547,33.148855,-105.753284,2,2,-1,2,False,
M00548,33.148272,-105.752054,4,5,-1,5,False,"The marked line route runs diagonally through dense tall tree canopy with no cleared corridor visible. Trees cover the path directly, indicating heavy overhang and high risk of conductor contact."
M00549,33.148035,-105.751598,2,2,-1,2,False,
M00550,33.148671,-105.752939,2,2,-1,2,False,
M00551,33.148458,-105.752467,4,4,-1,4,False,"The cyan line marks the power line route and a faint track/corridor is visible near the pin. Tall trees cast long shadows directly across the line path, particularly in the lower portion where dense canopy presses into and overhangs the corridor. There is no consistently cleared right-of-way, indicating significant tree encroachment with little clearance."
M00552,33.147191,-105.749930,1,1,-1,1,False,
M00553,33.146842,-105.749593,1,1,-1,1,False,
M00554,33.146492,-105.749255,1,1,-1,1,False,
M00555,33.147845,-105.751232,1,1,-1,1,False,
M00556,33.147614,-105.750772,1,1,-1,1,False,
M00557,33.147383,-105.750311,2,2,-1,2,False,
M00558,33.145872,-105.748681,5,5,-1,5,False,"The marked line runs diagonally through unbroken dense tree canopy with no visible cleared corridor or right-of-way. Tall trees cover the entire route, indicating heavy overhang directly over the conductors."
M00559,33.145512,-105.748358,2,2,-1,2,False,
M00560,33.145196,-105.748073,1,1,-1,1,False,
M00561,33.144857,-105.747721,1,1,-1,1,False,
M00562,33.144518,-105.747369,2,2,-1,2,False,
M00563,33.144178,-105.747016,1,1,-1,1,False,
M00564,33.143159,-105.746112,1,1,-1,1,False,
M00565,33.142816,-105.745765,1,1,-1,1,False,
M00566,33.142473,-105.745418,1,1,-1,1,False,
M00567,33.144169,-105.747006,2,2,-1,2,False,
M00568,33.143808,-105.746686,1,1,-1,1,False,
M00569,33.143447,-105.746366,1,1,-1,1,False,
M00570,33.142380,-105.745324,0,0,-1,0,False,
M00571,33.142061,-105.744946,1,1,-1,1,False,
M00572,33.141741,-105.744568,1,1,-1,1,False,
M00573,33.141602,-105.744403,1,1,-1,1,False,
M00574,33.141283,-105.744025,1,1,-1,1,False,
M00575,33.140964,-105.743647,1,1,-1,1,False,
M00576,33.140644,-105.743269,5,4,-1,4,False,"The line route (cyan) crosses continuous tree/scrub canopy with no visible cleared corridor or road. Vegetation appears to extend right up to and over the route, indicating heavy encroachment with little clearance, though resolution is low and no distinct corridor is cut."
M00577,33.140496,-105.743093,1,1,-1,1,False,
M00578,33.140176,-105.742714,2,2,-1,2,False,
M00579,33.140047,-105.742561,1,1,-1,1,False,
M00580,33.139728,-105.742182,1,1,-1,1,False,
M00581,33.139537,-105.741954,1,1,-1,1,False,
M00582,33.139217,-105.741576,1,1,-1,1,False,
M00583,33.136620,-105.739421,2,2,-1,2,False,
M00584,33.136226,-105.739164,1,1,-1,1,False,
M00585,33.135963,-105.738993,1,1,-1,1,False,
M00586,33.135574,-105.738722,1,1,-1,1,False,
M00587,33.137276,-105.739835,1,1,-1,1,False,
M00588,33.136878,-105.739584,1,1,-1,1,False,
M00589,33.138458,-105.740647,1,1,-1,1,False,
M00590,33.138068,-105.740379,1,1,-1,1,False,
M00591,33.137678,-105.740111,1,1,-1,1,False,
M00592,33.137289,-105.739843,1,1,-1,1,False,
M00593,33.135311,-105.738539,1,1,-1,1,False,
M00594,33.134921,-105.738271,1,1,-1,1,False,
M00595,33.134782,-105.738176,1,1,-1,1,False,
M00596,33.134388,-105.737917,1,1,-1,1,False,
M00597,33.133994,-105.737659,2,2,-1,2,False,
M00598,33.132620,-105.737426,2,2,-1,2,False,
M00599,33.132170,-105.737443,2,2,-1,2,False,
M00600,33.133667,-105.737444,1,1,-1,1,False,
M00601,33.133217,-105.737437,1,1,-1,1,False,
M00602,33.132767,-105.737429,1,1,-1,1,False,
M00603,33.129039,-105.737449,1,1,-1,1,False,
M00604,33.128708,-105.737086,1,1,-1,1,False,
M00605,33.130024,-105.737439,1,1,-1,1,False,
M00606,33.129575,-105.737444,1,1,-1,1,False,
M00607,33.129125,-105.737448,1,1,-1,1,False,
M00608,33.127552,-105.735930,0,0,-1,0,False,
M00609,33.127206,-105.735588,5,5,-1,5,False,"The entire tile is covered in continuous dense tree canopy with no visible cleared corridor, road, or right-of-way. The marked line route runs directly through unbroken forest, indicating tall canopy directly over the line with no clearance."
M00610,33.126984,-105.735369,5,5,-1,5,False,"The entire tile shows continuous dense tree canopy with no visible cleared right-of-way or track. The marked line route runs directly through unbroken tall forest, indicating heavy canopy overhanging the corridor."
M00611,33.126637,-105.735027,5,5,-1,5,False,"The marked line route runs through continuous dense vegetation with no visible cleared corridor or track. The canopy appears uniformly closed over the entire path, indicating tall vegetation directly over the line route with no maintained clearance."
M00612,33.126290,-105.734686,1,1,-1,1,False,
M00613,33.125944,-105.734344,1,1,-1,1,False,
M00614,33.125933,-105.734334,1,1,-1,1,False,
M00615,33.125586,-105.733992,1,1,-1,1,False,
M00616,33.125362,-105.733772,5,2,-1,2,False,"The terrain appears to be low scrub or grassland with relatively uniform, low vegetation texture rather than tall forest canopy. A faint track/corridor is visible crossing near the pin. Some darker patches suggest scattered taller vegetation, but overall the route looks reasonably clear of tall overhanging canopy."
M00617,33.125014,-105.733431,1,1,-1,1,False,
M00618,33.122615,-105.731092,1,1,-1,1,False,
M00619,33.122270,-105.730748,1,1,-1,1,False,
M00620,33.122059,-105.730539,2,2,-1,2,False,
M00621,33.121711,-105.730199,1,1,-1,1,False,
M00622,33.121482,-105.729977,1,1,-1,1,False,
M00623,33.121134,-105.729638,1,1,-1,1,False,
M00624,33.120785,-105.729298,2,2,-1,2,False,
M00625,33.118752,-105.727321,1,1,-1,1,False,
M00626,33.118403,-105.726982,0,0,-1,0,False,
M00627,33.118055,-105.726642,1,1,-1,1,False,
M00628,33.119373,-105.727922,1,1,-1,1,False,
M00629,33.119024,-105.727584,1,1,-1,1,False,
M00630,33.117858,-105.726449,1,1,-1,1,False,
M00631,33.117434,-105.726267,1,1,-1,1,False,
M00632,33.117011,-105.726086,2,2,-1,2,False,
M00633,33.116954,-105.726061,2,2,-1,2,False,
M00634,33.116530,-105.725882,1,1,-1,1,False,
M00635,33.116106,-105.725702,1,1,-1,1,False,
M00636,33.115052,-105.725234,2,2,-1,2,False,
M00637,33.114629,-105.725054,2,2,-1,2,False,
M00638,33.116083,-105.725692,1,1,-1,1,False,
M00639,33.115661,-105.725505,1,1,-1,1,False,
M00640,33.115240,-105.725317,1,1,-1,1,False,
M00641,33.085082,-105.712425,1,1,-1,1,False,
M00642,33.084648,-105.712283,1,1,-1,1,False,
M00643,33.085984,-105.712722,1,1,-1,1,False,
M00644,33.085550,-105.712579,1,1,-1,1,False,
M00645,33.085117,-105.712437,1,1,-1,1,False,
M00646,33.084267,-105.712157,1,1,-1,1,False,
M00647,33.083858,-105.712380,1,1,-1,1,False,
M00648,33.083542,-105.712552,1,1,-1,1,False,
M00649,33.083158,-105.712830,1,1,-1,1,False,
M00650,33.082773,-105.713108,1,1,-1,1,False,
M00651,33.080967,-105.714072,1,1,-1,1,False,
M00652,33.080599,-105.714022,1,1,-1,1,False,
M00653,33.080150,-105.713986,1,1,-1,1,False,
M00654,33.079069,-105.713758,1,1,-1,1,False,
M00655,33.078644,-105.713583,1,1,-1,1,False,
M00656,33.078331,-105.713454,1,1,-1,1,False,
M00657,33.077906,-105.713276,1,1,-1,1,False,
M00658,33.077482,-105.713099,1,1,-1,1,False,
M00659,33.077168,-105.712967,1,1,-1,1,False,
M00660,33.076743,-105.712789,1,1,-1,1,False,
M00661,33.076319,-105.712611,1,1,-1,1,False,
M00662,33.075988,-105.712472,1,1,-1,1,False,
M00663,33.075606,-105.712188,1,1,-1,1,False,
M00664,33.075225,-105.711903,2,2,-1,2,False,
M00665,33.074951,-105.711699,1,1,-1,1,False,
M00666,33.074537,-105.711490,1,1,-1,1,False,
M00667,33.074123,-105.711280,1,1,-1,1,False,
M00668,33.073936,-105.711185,1,1,-1,1,False,
M00669,33.073521,-105.710979,1,1,-1,1,False,
M00670,33.073105,-105.710773,1,1,-1,1,False,
M00671,33.072856,-105.710649,1,1,-1,1,False,
M00672,33.072421,-105.710516,1,1,-1,1,False,
M00673,33.071985,-105.710384,4,5,0,5,True,"The line route (cyan) passes directly through dense clusters of tall trees, with canopy clearly overhanging the corridor at and around the center pin. There is no cleared right-of-way along the line; trees press in and over the route, posing high contact risk."
M00674,33.070357,-105.709924,1,1,-1,1,False,
M00675,33.069920,-105.709797,1,1,-1,1,False,
M00676,33.069483,-105.709670,1,1,-1,1,False,
M00677,33.071699,-105.710297,1,1,-1,1,False,
M00678,33.071261,-105.710175,1,1,-1,1,False,
M00679,33.070823,-105.710053,1,1,-1,1,False,
M00680,33.070385,-105.709932,1,1,-1,1,False,
M00681,33.069447,-105.709660,1,1,-1,1,False,
M00682,33.069011,-105.709529,1,1,-1,1,False,
M00683,33.068872,-105.709487,1,1,-1,1,False,
M00684,33.068435,-105.709615,1,1,-1,1,False,
M00685,33.068241,-105.709671,1,1,-1,1,False,
M00686,33.067795,-105.709741,4,4,-1,4,False,"The cyan line marks the route passing through scattered tall trees with no cleared right-of-way. Tree canopy presses directly into and overhangs the route in several places, with little to no clearance, indicating significant encroachment."
M00687,33.067349,-105.709812,4,5,-1,5,False,"The line route (cyan) runs directly through dense, mixed forest canopy with scattered bare patches. There is no visible cleared corridor or right-of-way; tall trees press right up to and over the line path, indicating heavy canopy overhang and high contact risk."
M00688,33.066903,-105.709882,1,1,-1,1,False,
M00689,33.065325,-105.710527,1,1,-1,1,False,
M00690,33.064894,-105.710679,1,1,-1,1,False,
M00691,33.064462,-105.710830,1,1,-1,1,False,
M00692,33.066880,-105.709885,2,2,-1,2,False,
M00693,33.066523,-105.710073,1,1,-1,1,False,
M00694,33.066094,-105.710235,1,1,-1,1,False,
M00695,33.065666,-105.710398,1,1,-1,1,False,
M00696,33.059027,-105.707050,2,2,-1,2,False,
M00697,33.058850,-105.706557,1,1,-1,1,False,
M00698,33.059282,-105.707730,1,1,-1,1,False,
M00699,33.059099,-105.707240,2,2,-1,2,False,
M00700,33.152791,-105.768874,0,0,-1,0,False,
M00701,33.153025,-105.769333,0,0,-1,0,False,
M00702,33.152231,-105.767653,1,1,-1,1,False,
M00703,33.152250,-105.767757,1,1,-1,1,False,
M00704,33.152475,-105.768222,1,1,-1,1,False,
M00705,33.152701,-105.768687,1,1,-1,1,False,
M00706,33.156037,-105.787817,1,1,-1,1,False,
M00707,33.156084,-105.788253,1,1,-1,1,False,
M00708,33.156113,-105.788789,0,0,-1,0,False,
M00709,33.156141,-105.789325,1,1,-1,1,False,
M00710,33.156142,-105.789349,1,1,-1,1,False,
M00711,33.156189,-105.789883,1,1,-1,1,False,
M00712,33.156236,-105.790417,1,1,-1,1,False,
M00713,33.154853,-105.776143,0,0,-1,0,False,
M00714,33.157262,-105.771375,0,0,-1,0,False,
M00715,33.157295,-105.771654,1,1,-1,1,False,
M00716,33.158944,-105.771720,1,1,-1,1,False,
M00717,33.164426,-105.814063,1,1,-1,1,False,
M00718,33.155905,-105.777403,0,0,-1,0,False,
M00719,33.158978,-105.771763,1,1,-1,1,False,
M00720,33.159263,-105.772178,0,0,-1,0,False,
M00721,33.164426,-105.814063,1,1,-1,1,False,
M00722,33.156740,-105.778248,1,1,-1,1,False,
M00723,33.157106,-105.777936,0,0,-1,0,False,
M00724,33.158935,-105.771795,1,1,-1,1,False,
M00725,33.158884,-105.772328,0,0,-1,0,False,
M00726,33.159442,-105.772297,0,0,-1,0,False,
M00727,33.159710,-105.772660,0,0,-1,0,False,
M00728,33.156228,-105.777943,0,0,-1,0,False,
M00729,33.156365,-105.778147,0,0,-1,0,False,
M00730,33.156520,-105.778413,0,0,-1,0,False,
M00731,33.156077,-105.777671,0,0,-1,0,False,
M00732,33.158935,-105.771795,1,1,-1,1,False,
M00733,33.155605,-105.776896,0,0,-1,0,False,
M00734,33.157295,-105.771654,2,2,-1,2,False,
M00735,33.157237,-105.771626,1,1,-1,1,False,
M00736,33.153179,-105.769637,0,0,-1,0,False,
M00737,33.153395,-105.770061,1,1,-1,1,False,
M00738,33.155707,-105.783928,2,2,-1,2,False,
M00739,33.155748,-105.784411,1,1,-1,1,False,
M00740,33.155751,-105.784445,2,2,-1,2,False,
M00741,33.155755,-105.784488,1,1,-1,1,False,
M00742,33.158511,-105.769901,1,1,-1,1,False,
M00743,33.158557,-105.769366,1,1,-1,1,False,
M00744,33.131295,-105.737445,2,2,-1,2,False,
M00745,33.130845,-105.737443,1,1,-1,1,False,
M00746,33.130797,-105.737443,1,1,-1,1,False,
M00747,33.130347,-105.737441,1,1,-1,1,False,
M00748,33.152905,-105.767413,1,1,-1,1,False,
M00749,33.152797,-105.766892,0,0,-1,0,False,
M00750,33.152690,-105.766370,0,0,-1,0,False,
M00751,33.152582,-105.765849,0,0,-1,0,False,
M00752,33.152570,-105.765790,0,0,-1,0,False,
M00753,33.158760,-105.771270,1,1,-1,1,False,
M00754,33.158940,-105.771711,1,1,-1,1,False,
M00755,33.164524,-105.814000,2,2,-1,2,False,
M00756,33.164860,-105.813568,1,1,-1,1,False,
M00757,33.164554,-105.813961,1,1,-1,1,False,
M00758,33.155500,-105.780522,1,1,-1,1,False,
M00759,33.155558,-105.780463,1,1,-1,1,False,
M00760,33.155901,-105.780115,1,1,-1,1,False,
M00761,33.156243,-105.779766,0,0,-1,0,False,
M00762,33.155424,-105.780595,1,1,-1,1,False,
M00763,33.154853,-105.776143,1,1,-1,1,False,
M00764,33.154978,-105.776659,1,1,-1,1,False,
M00765,33.155104,-105.777174,1,1,-1,1,False,
M00766,33.154737,-105.775667,0,0,-1,0,False,
M00767,33.167772,-105.811410,1,1,-1,1,False,
M00768,33.168186,-105.811200,1,1,-1,1,False,
M00769,33.168600,-105.810990,1,1,-1,1,False,
M00770,33.166724,-105.811793,1,1,-1,1,False,
M00771,33.167154,-105.811636,1,1,-1,1,False,
M00772,33.167584,-105.811479,1,1,-1,1,False,
M00773,33.165662,-105.811924,0,0,-1,0,False,
M00774,33.166109,-105.811868,1,1,-1,1,False,
M00775,33.166556,-105.811813,1,1,-1,1,False,
M00776,33.169178,-105.808251,1,1,-1,1,False,
M00777,33.169178,-105.808251,1,1,-1,1,False,
M00778,33.169106,-105.809767,0,0,-1,0,False,
M00779,33.169127,-105.809230,1,1,-1,1,False,
M00780,33.165433,-105.812584,1,1,-1,1,False,
M00781,33.165605,-105.812087,1,1,-1,1,False,
M00782,33.168713,-105.810932,1,1,-1,1,False,
M00783,33.168881,-105.810434,1,1,-1,1,False,
M00784,33.169049,-105.809936,1,1,-1,1,False,
M00785,33.164860,-105.813568,1,1,-1,1,False,
M00786,33.165117,-105.813127,1,1,-1,1,False,
M00787,33.165373,-105.812685,0,0,-1,0,False,
M00788,33.169138,-105.808939,1,1,-1,1,False,
M00789,33.169169,-105.808403,1,1,-1,1,False,
M00790,33.156112,-105.783958,2,2,-1,2,False,
M00791,33.156112,-105.783958,1,1,-1,1,False,
M00792,33.155707,-105.783928,2,2,-1,2,False,
M00793,33.155905,-105.777403,0,0,-1,0,False,
M00794,33.155424,-105.780595,1,1,-1,1,False,
M00795,33.155468,-105.781130,1,1,-1,1,False,
M00796,33.155975,-105.782071,0,0,-1,0,False,
