id,line_idx,lat,lng,green,score,reason
C000320,999,32.941997,-105.820010,0.248,4,"The cyan line is clearly visible and passes through and adjacent to substantial tree cover throughout much of this tile. The line traverses areas with dense woodland and forest patches, particularly in the upper left and surrounding regions. While there are some cleared areas (residential/developed land in the center), the line predominantly runs through or directly beside significant tree cover, meeting the criteria for a score of 4."
C000321,1000,32.941235,-105.820404,0.239,3,"The cyan line is clearly visible running through the terrain. The lower portion of the route passes through areas with scattered tree cover and woodland patches. The line transitions from more open/cleared areas in the middle section to denser forest/woodland coverage, particularly visible in the bottom right and lower left portions of the image. While not running through dense forest for its entire path, there are multiple scattered woodland patches and tree clusters situated along or very close to the line route, justifying a score of 3."
C000322,1002,32.940302,-105.822179,0.208,4,"The cyan line is clearly visible and passes through substantial tree cover in multiple segments. The lower-left portion of the route runs directly through dense woodland/forest areas (darker green patches), and the upper-right segment also passes through or immediately adjacent to significant tree cover. While there are some open/cleared areas, the line predominantly traverses wooded terrain with substantial canopy coverage visible throughout the route."
C000323,1009,32.985144,-105.824776,0.069,3,"The cyan line is clearly visible and passes through terrain with scattered tree cover. The landscape shows a mix of open scrubland and darker vegetation patches (trees/woodland). The line passes through or very close to several areas of darker vegetation visible as riparian corridors along what appear to be drainage channels and scattered woodland patches throughout the tile. While not dense forest, there are clearly multiple instances of tree cover near the route, justifying a score of 3 for scattered trees/woodland patches close to the line."
C000324,1011,32.985261,-105.820582,0.097,3,"The cyan line is clearly visible running across the satellite image. The line passes through or very near scattered woodland patches and tree cover, particularly in the lower right portion of the tile where darker green vegetation is concentrated. While not dense forest throughout, there are definite tree clusters and riparian vegetation adjacent to and crossed by the line. The upper left portion shows more sparse, low scrub, but the overall route includes multiple instances of approaching or passing through tree cover patches, supporting a score of 3 for scattered trees/woodland patches close to the line."
C000325,1013,32.985401,-105.815540,0.035,0,desert cull (greenness below threshold)
C000326,1016,32.985574,-105.810023,0.048,4,"The cyan line is clearly visible running horizontally across the image. While much of the terrain appears to be open desert/scrub with scattered low vegetation in the upper portion, the line passes directly through and beside substantial tree cover, particularly in the lower half of the image where darker green vegetation indicating denser woodland/riparian growth is evident. The line clearly intersects with this tree cover area, warranting a score of 4 for passing through or directly beside substantial tree cover in places."
C000327,1018,32.985664,-105.806179,0.022,0,desert cull (greenness below threshold)
C000328,1020,32.985765,-105.802696,0.049,4,"The cyan line runs through substantial tree cover along what appears to be a riparian corridor with denser vegetation (darker green) compared to the surrounding desert scrubland. The line passes directly through and beside significant tree canopy for much of its visible path across the tile, particularly in the central portion where vegetation density is notably higher."
C000329,1023,32.985906,-105.797358,0.046,4,"The bright cyan line is clearly visible running across the image from lower-left to upper-right. The line passes through or directly beside substantial tree cover (shown as dark green patches) for significant portions of its path. The landscape shows scattered woodland/tree patches throughout, and the line runs near or through these darker vegetated areas in multiple locations, particularly in the upper-left and lower portions of the image. While not dense continuous forest, the substantial tree cover adjacent to the line warrants a score of 4."
C000330,1026,32.986453,-105.794152,0.056,3,"The cyan line follows a corridor with scattered tree/shrub patches visible throughout. The surrounding terrain shows patchy woodland and desert scrub, with darker green vegetation scattered along both sides of the route. The line passes through areas with recognizable tree cover clusters, though not dense forest, warranting a score of 3 for scattered trees/woodland patches close to the line."
C000331,1028,32.988030,-105.790694,0.110,4,"The cyan line passes through and directly beside substantial tree cover (woodland/forest patches) for significant portions of its route. The line runs through scattered to moderate coniferous forest, particularly visible along the left-center and right portions of the route. While there are some open areas (including what appears to be a cleared corridor or road), the line consistently passes adjacent to or through tree-covered terrain rather than open desert. This warrants a score of 4 for substantial tree cover interactions."
C000332,1030,32.988945,-105.787999,0.108,4,"The cyan line passes through and directly beside substantial tree cover throughout most of its path. The route runs alongside a river/drainage corridor with riparian vegetation on both sides, and transitions through areas with scattered to moderate forest coverage. While not uniformly dense forest, there is clear interaction with significant tree clusters and woodland patches along the entire visible route, particularly on the right (eastern) side where denser forest is evident."
C000333,1033,32.986617,-105.785036,0.138,4,"The cyan line is clearly visible and passes through substantial tree cover throughout much of its path. The terrain shows mixed woodland/forest with scattered open areas. The line runs directly through darker green forested areas, particularly along the southern portion and through the central section of the image. While there are some sparser areas with lighter vegetation, the predominant character along the line route is passage through notable tree cover/woodland, justifying a score of 4."
C000334,1038,32.983003,-105.779703,0.249,5,"The cyan line is clearly visible running diagonally across the entire tile. The terrain shows dense forest/woodland coverage throughout, with dark green tree canopy dominating the landscape. The line passes directly through this substantial tree cover for its entire visible length. The scattered brown/tan patches are clearings or lighter vegetation within the forest matrix, but the predominant vegetation is clearly dense tree cover that the power line traverses."
C000335,1042,32.980710,-105.774440,0.259,5,"The bright cyan electric line is clearly visible running diagonally across the entire tile. The line passes through dense forest/woodland coverage throughout its path. The terrain is heavily forested with coniferous trees (appearing dark green), with scattered clearings or lighter patches interspersed. The line traverses almost exclusively through this substantial tree cover for the majority of its visible route, with no significant gaps of open desert or grassland. This warrants a score of 5 as the line runs through dense forest/woodland for much of its path."
C000336,1045,32.979332,-105.771253,0.275,5,"The cyan line runs through dense forest/woodland throughout most of its path across this tile. The entire landscape is dominated by dark green tree cover (coniferous forest), with scattered lighter patches of cleared or sparse areas. The line passes consistently through this substantial woodland with no significant breaks into open terrain."
C000337,1051,32.975058,-105.766054,0.301,5,"The cyan line runs through dense forest/woodland across virtually the entire visible path in this tile. The surrounding terrain is heavily covered with dark green tree canopy with only scattered bare patches visible between the trees. The line is clearly passing through substantial, continuous woodland rather than open terrain."
C000338,1055,32.974099,-105.761138,0.581,5,"The cyan line runs through dense forest/woodland covering the entire tile. The vegetation is predominantly coniferous forest with scattered clearings, and the line traverses this forested terrain throughout its visible path across the image. This represents substantial tree cover that the overhead line passes through for much of its route."
C000339,1055,32.973406,-105.755842,0.692,5,"The cyan-colored overhead electric line runs across the entire image through dense, continuous coniferous forest/woodland. The line passes directly through substantial tree cover throughout its visible path, with dense forest on both sides. This represents a clear case of a transmission line traversing through substantial, well-established woodland terrain."
C000340,1061,32.994555,-105.870605,0.009,0,desert cull (greenness below threshold)
C000341,1062,32.995258,-105.870093,0.009,0,desert cull (greenness below threshold)
C000342,1063,32.996155,-105.869480,0.008,0,desert cull (greenness below threshold)
C000343,1066,32.998297,-105.868086,0.009,0,desert cull (greenness below threshold)
C000344,1067,32.999273,-105.867441,0.009,0,desert cull (greenness below threshold)
C000345,1068,33.000629,-105.866497,0.008,0,desert cull (greenness below threshold)
C000346,1086,32.907501,-105.964901,0.004,0,desert cull (greenness below threshold)
C000347,1093,32.903794,-105.962719,0.009,0,desert cull (greenness below threshold)
C000348,1094,32.902701,-105.962707,0.010,0,desert cull (greenness below threshold)
C000349,1097,32.899156,-105.962640,0.010,0,desert cull (greenness below threshold)
C000350,1100,32.895596,-105.962624,0.009,0,desert cull (greenness below threshold)
C000351,1103,32.892382,-105.962760,0.010,0,desert cull (greenness below threshold)
C000352,1107,32.888725,-105.962778,0.009,0,desert cull (greenness below threshold)
C000353,1108,32.887471,-105.962777,0.009,0,desert cull (greenness below threshold)
C000354,1111,32.884256,-105.962741,0.009,0,desert cull (greenness below threshold)
C000355,1114,32.881005,-105.962705,0.009,0,desert cull (greenness below threshold)
C000356,1117,32.877405,-105.963644,0.008,0,desert cull (greenness below threshold)
C000357,1118,32.876185,-105.963963,0.008,0,desert cull (greenness below threshold)
C000358,1119,32.875011,-105.964264,0.009,0,desert cull (greenness below threshold)
C000359,1121,32.872423,-105.964280,0.009,0,desert cull (greenness below threshold)
C000360,1122,32.870927,-105.964660,0.009,0,desert cull (greenness below threshold)
C000361,1124,32.868667,-105.965245,0.009,0,desert cull (greenness below threshold)
C000362,1125,32.867464,-105.965546,0.009,0,desert cull (greenness below threshold)
C000363,1127,32.864434,-105.966315,0.009,0,desert cull (greenness below threshold)
C000364,1129,32.861615,-105.967019,0.009,0,desert cull (greenness below threshold)
C000365,1132,32.858270,-105.967576,0.012,0,desert cull (greenness below threshold)
C000366,1135,32.854615,-105.968184,0.009,0,desert cull (greenness below threshold)
C000367,1136,32.853486,-105.968382,0.009,0,desert cull (greenness below threshold)
C000368,1138,32.853436,-105.969782,0.008,0,desert cull (greenness below threshold)
C000369,1145,32.850770,-105.971007,0.009,0,desert cull (greenness below threshold)
C000370,1146,32.850100,-105.971125,0.009,0,desert cull (greenness below threshold)
C000371,1151,32.846793,-105.971674,0.008,0,desert cull (greenness below threshold)
C000372,1157,32.843497,-105.972230,0.008,0,desert cull (greenness below threshold)
C000373,1158,32.842835,-105.972338,0.008,0,desert cull (greenness below threshold)
C000374,1162,32.840194,-105.972781,0.008,0,desert cull (greenness below threshold)
C000375,1164,32.838858,-105.973006,0.008,0,desert cull (greenness below threshold)
C000376,1167,32.837197,-105.973280,0.008,0,desert cull (greenness below threshold)
C000377,1170,32.835353,-105.973583,0.008,0,desert cull (greenness below threshold)
C000378,1173,32.833384,-105.973915,0.008,0,desert cull (greenness below threshold)
C000379,1176,32.831395,-105.974249,0.008,0,desert cull (greenness below threshold)
C000380,1177,32.830736,-105.974364,0.008,0,desert cull (greenness below threshold)
C000381,1182,32.828099,-105.974799,0.008,0,desert cull (greenness below threshold)
C000382,1183,32.827438,-105.974912,0.007,0,desert cull (greenness below threshold)
C000383,1190,32.826092,-105.978251,0.009,0,desert cull (greenness below threshold)
C000384,1195,32.824111,-105.975470,0.008,0,desert cull (greenness below threshold)
C000385,1201,32.820839,-105.976010,0.007,0,desert cull (greenness below threshold)
C000386,1202,32.820162,-105.976127,0.008,0,desert cull (greenness below threshold)
C000387,1206,32.817543,-105.976568,0.007,0,desert cull (greenness below threshold)
C000388,1208,32.816126,-105.976805,0.008,0,desert cull (greenness below threshold)
C000389,1211,32.814251,-105.977117,0.006,0,desert cull (greenness below threshold)
C000390,1215,32.812927,-105.977338,0.006,0,desert cull (greenness below threshold)
C000391,1220,32.810945,-105.977668,0.004,0,desert cull (greenness below threshold)
C000392,1224,32.808969,-105.977998,0.004,0,desert cull (greenness below threshold)
C000393,1228,32.807585,-105.978230,0.004,0,desert cull (greenness below threshold)
C000394,1233,32.804985,-105.978644,0.007,0,desert cull (greenness below threshold)
C000395,1234,32.804294,-105.978766,0.007,0,desert cull (greenness below threshold)
C000396,1241,32.801515,-105.979224,0.005,0,desert cull (greenness below threshold)
C000397,1242,32.800840,-105.979337,0.006,0,desert cull (greenness below threshold)
C000398,1246,32.797526,-105.979889,0.007,0,desert cull (greenness below threshold)
C000399,1250,32.793885,-105.980494,0.010,0,desert cull (greenness below threshold)
C000400,1253,32.789925,-105.981164,0.010,0,desert cull (greenness below threshold)
C000401,1255,32.787257,-105.981600,0.010,0,desert cull (greenness below threshold)
C000402,1256,32.786264,-105.981769,0.010,0,desert cull (greenness below threshold)
C000403,1260,32.783253,-105.982270,0.010,0,desert cull (greenness below threshold)
C000404,1261,32.781957,-105.982482,0.010,0,desert cull (greenness below threshold)
C000405,1262,32.780975,-105.982650,0.009,0,desert cull (greenness below threshold)
C000406,1264,32.778910,-105.982993,0.009,0,desert cull (greenness below threshold)
C000407,1266,32.777373,-105.983235,0.009,0,desert cull (greenness below threshold)
C000408,1269,32.773916,-105.983947,0.010,0,desert cull (greenness below threshold)
C000409,1272,32.771287,-105.984285,0.008,0,desert cull (greenness below threshold)
C000410,1273,32.769956,-105.984500,0.008,0,desert cull (greenness below threshold)
C000411,1276,32.767422,-105.984922,0.008,0,desert cull (greenness below threshold)
C000412,1279,32.763757,-105.985456,0.011,0,desert cull (greenness below threshold)
C000413,1281,32.761111,-105.985959,0.012,0,desert cull (greenness below threshold)
C000414,1284,32.759759,-105.986196,0.011,0,desert cull (greenness below threshold)
C000415,1286,32.757382,-105.986652,0.011,0,desert cull (greenness below threshold)
C000416,1287,32.756059,-105.986943,0.010,0,desert cull (greenness below threshold)
C000417,1288,32.754733,-105.987236,0.011,0,desert cull (greenness below threshold)
C000418,1290,32.752124,-105.987802,0.011,0,desert cull (greenness below threshold)
C000419,1291,32.750813,-105.988105,0.011,0,desert cull (greenness below threshold)
C000420,1293,32.748305,-105.988661,0.011,0,desert cull (greenness below threshold)
C000421,1307,32.846924,-105.970125,0.008,0,desert cull (greenness below threshold)
C000422,1329,32.823943,-105.973958,0.008,0,desert cull (greenness below threshold)
C000423,1355,32.797069,-105.978457,0.009,0,desert cull (greenness below threshold)
C000424,1358,32.793931,-105.978982,0.010,0,desert cull (greenness below threshold)
C000425,1376,32.774202,-105.982262,0.011,0,desert cull (greenness below threshold)
C000426,1400,32.748520,-105.986549,0.012,0,desert cull (greenness below threshold)
C000427,1404,32.744488,-105.987255,0.009,0,desert cull (greenness below threshold)
C000428,1406,32.743701,-105.988450,0.007,0,desert cull (greenness below threshold)
C000429,1412,32.740813,-105.990270,0.010,0,desert cull (greenness below threshold)
C000430,1414,32.738203,-105.990840,0.011,0,desert cull (greenness below threshold)
C000431,1415,32.736895,-105.991160,0.011,0,desert cull (greenness below threshold)
C000432,1416,32.735645,-105.991519,0.011,0,desert cull (greenness below threshold)
C000433,1418,32.733194,-105.991960,0.011,0,desert cull (greenness below threshold)
C000434,1419,32.731887,-105.992261,0.011,0,desert cull (greenness below threshold)
C000435,1421,32.729234,-105.992703,0.011,0,desert cull (greenness below threshold)
C000436,1422,32.727906,-105.992917,0.011,0,desert cull (greenness below threshold)
C000437,1424,32.725260,-105.993370,0.011,0,desert cull (greenness below threshold)
C000438,1427,32.721289,-105.994041,0.010,0,desert cull (greenness below threshold)
C000439,1430,32.718868,-105.994449,0.010,0,desert cull (greenness below threshold)
C000440,1431,32.717750,-105.994635,0.010,0,desert cull (greenness below threshold)
C000441,1433,32.715102,-105.995070,0.011,0,desert cull (greenness below threshold)
C000442,1434,32.713776,-105.995295,0.011,0,desert cull (greenness below threshold)
C000443,1435,32.712449,-105.995517,0.012,0,desert cull (greenness below threshold)
C000444,1437,32.709805,-105.995976,0.012,0,desert cull (greenness below threshold)
C000445,1438,32.708480,-105.996195,0.012,0,desert cull (greenness below threshold)
C000446,1440,32.705831,-105.996633,0.011,0,desert cull (greenness below threshold)
C000447,1442,32.703208,-105.997086,0.011,0,desert cull (greenness below threshold)
C000448,1443,32.701894,-105.997314,0.011,0,desert cull (greenness below threshold)
C000449,1445,32.699201,-105.997725,0.011,0,desert cull (greenness below threshold)
C000450,1448,32.695274,-105.998429,0.012,0,desert cull (greenness below threshold)
C000451,1450,32.692624,-105.998867,0.011,0,desert cull (greenness below threshold)
C000452,1451,32.691303,-105.999091,0.012,0,desert cull (greenness below threshold)
C000453,1453,32.688647,-105.999538,0.012,0,desert cull (greenness below threshold)
C000454,1454,32.687320,-105.999759,0.011,0,desert cull (greenness below threshold)
C000455,1455,32.685997,-105.999982,0.011,0,desert cull (greenness below threshold)
C000456,1457,32.683347,-106.000424,0.011,0,desert cull (greenness below threshold)
C000457,1458,32.682023,-106.000644,0.011,0,desert cull (greenness below threshold)
C000458,1460,32.679365,-106.001086,0.012,0,desert cull (greenness below threshold)
C000459,1462,32.676715,-106.001531,0.012,0,desert cull (greenness below threshold)
C000460,1463,32.675390,-106.001754,0.012,0,desert cull (greenness below threshold)
C000461,1465,32.672740,-106.002187,0.012,0,desert cull (greenness below threshold)
C000462,1468,32.668932,-106.002835,0.011,0,desert cull (greenness below threshold)
C000463,1471,32.664961,-106.003482,0.011,0,desert cull (greenness below threshold)
C000464,1473,32.662311,-106.003942,0.011,0,desert cull (greenness below threshold)
C000465,1474,32.660985,-106.004160,0.011,0,desert cull (greenness below threshold)
C000466,1476,32.658329,-106.004592,0.011,0,desert cull (greenness below threshold)
C000467,1477,32.657001,-106.004816,0.012,0,desert cull (greenness below threshold)
C000468,1478,32.655674,-106.005035,0.012,0,desert cull (greenness below threshold)
C000469,1480,32.653266,-106.005451,0.010,0,desert cull (greenness below threshold)
C000470,1481,32.651946,-106.005675,0.009,0,desert cull (greenness below threshold)
C000471,1483,32.649293,-106.006104,0.009,0,desert cull (greenness below threshold)
C000472,1486,32.645549,-106.006741,0.009,0,desert cull (greenness below threshold)
C000473,1489,32.641787,-106.007364,0.010,0,desert cull (greenness below threshold)
C000474,1491,32.639491,-106.007746,0.010,0,desert cull (greenness below threshold)
C000475,1492,32.638164,-106.007964,0.011,0,desert cull (greenness below threshold)
C000476,1494,32.635512,-106.008408,0.011,0,desert cull (greenness below threshold)
C000477,1495,32.634185,-106.008641,0.012,0,desert cull (greenness below threshold)
C000478,1496,32.632863,-106.008848,0.012,0,desert cull (greenness below threshold)
C000479,1498,32.630184,-106.009297,0.012,0,desert cull (greenness below threshold)
C000480,1499,32.628889,-106.009512,0.012,0,desert cull (greenness below threshold)
C000481,1500,32.627564,-106.009732,0.012,0,desert cull (greenness below threshold)
C000482,1501,32.626236,-106.009955,0.012,0,desert cull (greenness below threshold)
C000483,1503,32.623575,-106.010398,0.012,0,desert cull (greenness below threshold)
C000484,1504,32.622248,-106.010621,0.012,0,desert cull (greenness below threshold)
C000485,1506,32.619572,-106.011066,0.012,0,desert cull (greenness below threshold)
C000486,1509,32.615934,-106.011672,0.012,0,desert cull (greenness below threshold)
C000487,1512,32.612005,-106.012329,0.012,0,desert cull (greenness below threshold)
C000488,1514,32.609585,-106.012733,0.012,0,desert cull (greenness below threshold)
C000489,1515,32.608272,-106.012954,0.012,0,desert cull (greenness below threshold)
C000490,1517,32.605851,-106.013355,0.012,0,desert cull (greenness below threshold)
C000491,1518,32.604764,-106.013536,0.012,0,desert cull (greenness below threshold)
C000492,1520,32.602024,-106.013992,0.012,0,desert cull (greenness below threshold)
C000493,1522,32.600064,-106.014318,0.012,0,desert cull (greenness below threshold)
C000494,1523,32.598894,-106.014515,0.012,0,desert cull (greenness below threshold)
C000495,1525,32.596488,-106.014916,0.012,0,desert cull (greenness below threshold)
C000496,1526,32.595375,-106.015102,0.012,0,desert cull (greenness below threshold)
C000497,1528,32.592764,-106.015537,0.012,0,desert cull (greenness below threshold)
C000498,1531,32.588923,-106.016175,0.012,0,desert cull (greenness below threshold)
C000499,1534,32.585249,-106.016787,0.012,0,desert cull (greenness below threshold)
C000500,1536,32.582945,-106.017171,0.011,0,desert cull (greenness below threshold)
C000501,1537,32.581585,-106.017400,0.011,0,desert cull (greenness below threshold)
C000502,1539,32.578988,-106.017842,0.012,0,desert cull (greenness below threshold)
C000503,1540,32.577671,-106.018053,0.012,0,desert cull (greenness below threshold)
C000504,1542,32.575233,-106.018458,0.012,0,desert cull (greenness below threshold)
C000505,1543,32.574005,-106.018665,0.012,0,desert cull (greenness below threshold)
C000506,1544,32.572871,-106.018853,0.012,0,desert cull (greenness below threshold)
C000507,1546,32.570336,-106.019278,0.012,0,desert cull (greenness below threshold)
C000508,1547,32.569030,-106.019495,0.012,0,desert cull (greenness below threshold)
C000509,1549,32.566350,-106.019940,0.012,0,desert cull (greenness below threshold)
C000510,1558,32.743579,-105.982483,0.007,0,desert cull (greenness below threshold)
C000511,1562,32.747993,-105.982490,0.014,0,desert cull (greenness below threshold)
C000512,1565,32.751655,-105.982499,0.009,0,desert cull (greenness below threshold)
C000513,1569,32.754626,-105.982516,0.008,0,desert cull (greenness below threshold)
C000514,1574,32.758299,-105.982097,0.009,0,desert cull (greenness below threshold)
C000515,1578,32.760240,-105.979121,0.008,0,desert cull (greenness below threshold)
C000516,1582,32.760242,-105.974808,0.007,0,desert cull (greenness below threshold)
C000517,1586,32.758908,-105.971234,0.010,0,desert cull (greenness below threshold)
C000518,1590,32.757616,-105.967419,0.011,0,desert cull (greenness below threshold)
C000519,1592,32.760621,-105.971224,0.010,0,desert cull (greenness below threshold)
C000520,1604,32.800731,-105.974429,0.008,0,desert cull (greenness below threshold)
C000521,1608,32.799727,-105.968224,0.011,0,desert cull (greenness below threshold)
C000522,1612,32.798860,-105.962966,0.009,0,desert cull (greenness below threshold)
C000523,1616,32.800797,-105.960695,0.010,0,desert cull (greenness below threshold)
C000524,1617,32.801785,-105.960701,0.010,0,desert cull (greenness below threshold)
C000525,1624,32.797777,-105.956360,0.008,0,desert cull (greenness below threshold)
C000526,1628,32.796917,-105.951400,0.011,0,desert cull (greenness below threshold)
C000527,1632,32.793552,-105.948178,0.010,0,desert cull (greenness below threshold)
C000528,1635,32.789617,-105.947942,0.011,0,desert cull (greenness below threshold)
C000529,1638,32.786136,-105.947749,0.009,0,desert cull (greenness below threshold)
C000530,1639,32.785049,-105.947699,0.009,0,desert cull (greenness below threshold)
C000531,1642,32.782575,-105.947591,0.009,0,desert cull (greenness below threshold)
C000532,1643,32.781374,-105.947550,0.011,0,desert cull (greenness below threshold)
C000533,1646,32.777933,-105.947423,0.011,0,desert cull (greenness below threshold)
C000534,1649,32.775004,-105.947313,0.012,0,desert cull (greenness below threshold)
C000535,1650,32.773561,-105.947270,0.012,0,desert cull (greenness below threshold)
C000536,1652,32.771106,-105.947177,0.012,0,desert cull (greenness below threshold)
C000537,1655,32.780242,-105.950495,0.010,0,desert cull (greenness below threshold)
C000538,1659,32.795899,-105.945503,0.008,0,desert cull (greenness below threshold)
C000539,1662,32.793726,-105.942227,0.009,0,desert cull (greenness below threshold)
C000540,1673,32.824236,-105.969819,0.009,0,desert cull (greenness below threshold)
C000541,1676,32.824252,-105.966394,0.011,0,desert cull (greenness below threshold)
C000542,1680,32.825359,-105.962824,0.009,0,desert cull (greenness below threshold)
C000543,1688,32.828011,-105.969807,0.007,0,desert cull (greenness below threshold)
C000544,1698,32.829058,-105.962828,0.007,0,desert cull (greenness below threshold)
C000545,1705,32.853574,-105.965131,0.011,0,desert cull (greenness below threshold)
C000546,1707,32.908265,-105.978899,0.007,0,desert cull (greenness below threshold)
C000547,1712,32.910089,-105.983819,0.007,0,desert cull (greenness below threshold)
C000548,1716,32.910051,-105.988111,0.008,0,desert cull (greenness below threshold)
C000549,1720,32.910124,-105.992921,0.009,0,desert cull (greenness below threshold)
C000550,1724,32.910077,-105.997914,0.009,0,desert cull (greenness below threshold)
C000551,1726,32.912202,-105.997951,0.010,0,desert cull (greenness below threshold)
C000552,1733,32.918526,-105.997995,0.008,0,desert cull (greenness below threshold)
C000553,1734,32.919654,-105.997998,0.009,0,desert cull (greenness below threshold)
C000554,1737,32.923037,-105.997992,0.009,0,desert cull (greenness below threshold)
C000555,1740,32.926414,-105.997963,0.008,0,desert cull (greenness below threshold)
C000556,1741,32.927535,-105.997953,0.009,0,desert cull (greenness below threshold)
C000557,1743,32.929789,-105.997946,0.009,0,desert cull (greenness below threshold)
C000558,1744,32.930922,-105.997928,0.010,0,desert cull (greenness below threshold)
C000559,1748,32.934311,-105.997919,0.011,0,desert cull (greenness below threshold)
C000560,1751,32.937688,-105.997910,0.009,0,desert cull (greenness below threshold)
C000561,1752,32.938813,-105.997911,0.008,0,desert cull (greenness below threshold)
C000562,1754,32.941072,-105.997896,0.010,0,desert cull (greenness below threshold)
C000563,1755,32.942197,-105.997897,0.010,0,desert cull (greenness below threshold)
C000564,1758,32.945030,-105.997885,0.009,0,desert cull (greenness below threshold)
C000565,1759,32.945961,-105.997881,0.009,0,desert cull (greenness below threshold)
C000566,1762,32.949073,-105.997743,0.010,0,desert cull (greenness below threshold)
C000567,1763,32.950195,-105.997721,0.009,0,desert cull (greenness below threshold)
C000568,1765,32.952465,-105.997696,0.010,0,desert cull (greenness below threshold)
C000569,1766,32.953275,-105.997689,0.009,0,desert cull (greenness below threshold)
C000570,1770,32.954074,-105.994556,0.009,0,desert cull (greenness below threshold)
C000571,1774,32.957060,-105.993064,0.007,0,desert cull (greenness below threshold)
C000572,1777,32.960016,-105.992560,0.007,0,desert cull (greenness below threshold)
C000573,1778,32.960931,-105.992561,0.008,0,desert cull (greenness below threshold)
C000574,1781,32.963694,-105.992562,0.006,0,desert cull (greenness below threshold)
C000575,1783,32.964777,-105.992555,0.005,0,desert cull (greenness below threshold)
C000576,1786,32.967362,-105.992589,0.009,0,desert cull (greenness below threshold)
C000577,1788,32.968454,-105.992608,0.009,0,desert cull (greenness below threshold)
C000578,1790,32.970661,-105.992608,0.008,0,desert cull (greenness below threshold)
C000579,1795,32.969144,-105.995978,0.007,0,desert cull (greenness below threshold)
C000580,1797,32.972071,-105.992550,0.008,0,desert cull (greenness below threshold)
C000581,1799,32.974497,-105.992550,0.008,0,desert cull (greenness below threshold)
C000582,1801,32.976991,-105.992526,0.007,0,desert cull (greenness below threshold)
C000583,1802,32.978339,-105.992585,0.008,0,desert cull (greenness below threshold)
C000584,1804,32.980211,-105.992587,0.008,0,desert cull (greenness below threshold)
C000585,1806,32.982039,-105.992591,0.008,0,desert cull (greenness below threshold)
C000586,1808,32.983433,-105.992924,0.007,0,desert cull (greenness below threshold)
C000587,1812,32.987108,-105.994830,0.005,0,desert cull (greenness below threshold)
C000588,1813,32.988057,-105.995312,0.006,0,desert cull (greenness below threshold)
C000589,1817,32.991018,-105.996836,0.008,0,desert cull (greenness below threshold)
C000590,1820,32.994044,-105.998395,0.010,0,desert cull (greenness below threshold)
C000591,1821,32.995056,-105.998916,0.009,0,desert cull (greenness below threshold)
C000592,1825,32.998716,-106.000788,0.009,0,desert cull (greenness below threshold)
C000593,1827,33.000758,-106.001849,0.010,0,desert cull (greenness below threshold)
C000594,1829,33.002927,-106.002962,0.010,0,desert cull (greenness below threshold)
C000595,1832,33.003878,-106.006041,0.010,0,desert cull (greenness below threshold)
C000596,1836,33.003864,-106.010620,0.007,0,desert cull (greenness below threshold)
C000597,1841,33.003861,-106.014961,0.007,0,desert cull (greenness below threshold)
C000598,1845,33.003860,-106.019709,0.011,0,desert cull (greenness below threshold)
C000599,1849,33.003861,-106.024911,0.008,0,desert cull (greenness below threshold)
C000600,1857,33.007041,-106.027799,0.008,0,desert cull (greenness below threshold)
C000601,1858,33.008594,-106.027797,0.010,0,desert cull (greenness below threshold)
C000602,1859,33.010182,-106.027800,0.010,0,desert cull (greenness below threshold)
C000603,1860,33.011017,-106.027796,0.010,0,desert cull (greenness below threshold)
C000604,1863,33.014849,-106.027814,0.008,0,desert cull (greenness below threshold)
C000605,1866,33.017306,-106.027809,0.007,0,desert cull (greenness below threshold)
C000606,1868,33.019717,-106.027821,0.008,0,desert cull (greenness below threshold)
C000607,1869,33.021308,-106.027834,0.008,0,desert cull (greenness below threshold)
C000608,1870,33.022877,-106.027836,0.007,0,desert cull (greenness below threshold)
C000609,1873,33.025619,-106.027846,0.008,0,desert cull (greenness below threshold)
C000610,1875,33.025615,-106.027073,0.008,0,desert cull (greenness below threshold)
C000611,1880,33.025630,-106.021468,0.010,0,desert cull (greenness below threshold)
C000612,1883,33.024366,-106.019336,0.010,0,desert cull (greenness below threshold)
C000613,1887,33.025650,-106.018293,0.010,0,desert cull (greenness below threshold)
C000614,1892,33.027359,-106.015877,0.007,0,desert cull (greenness below threshold)
C000615,1900,33.028704,-106.027848,0.009,0,desert cull (greenness below threshold)
C000616,1901,33.030279,-106.027847,0.010,0,desert cull (greenness below threshold)
C000617,1904,33.032947,-106.027867,0.008,0,desert cull (greenness below threshold)
C000618,1905,33.033880,-106.027867,0.009,0,desert cull (greenness below threshold)
C000619,1908,33.036591,-106.027888,0.007,0,desert cull (greenness below threshold)
C000620,1909,33.037895,-106.027887,0.018,0,desert cull (greenness below threshold)
C000621,1912,33.040228,-106.027882,0.020,0,desert cull (greenness below threshold)
C000622,1914,33.042075,-106.027886,0.017,0,desert cull (greenness below threshold)
C000623,1916,33.044621,-106.027898,0.018,0,desert cull (greenness below threshold)
C000624,1917,33.045226,-106.027902,0.023,0,desert cull (greenness below threshold)
C000625,1921,33.048915,-106.027908,0.013,0,desert cull (greenness below threshold)
C000626,1923,33.051397,-106.027919,0.011,0,desert cull (greenness below threshold)
C000627,1926,33.053687,-106.029109,0.009,0,desert cull (greenness below threshold)
C000628,1928,33.055884,-106.030266,0.008,0,desert cull (greenness below threshold)
