id,lat,lng,fast,overhead,sv,combined,has_sv,reason
R00131,37.117456,-122.121671,3,-1,4,4,True,"Overhead distribution conductors are faintly visible crossing the upper right and running along the left side of the road. Tall trees and dense foliage on the right are at or above conductor height and directly beside/within the line corridor, well inside the 12 ft envelope."
R00132,37.117556,-122.120669,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the image, supported by a wood pole with crossarm on the right. Large trees on the left have crowns at or above conductor height directly beside the line, within the recommended 12 ft envelope. Nearest tree crowns appear AT conductor height within a few feet horizontally."
R00133,37.117573,-122.119643,5,-1,5,5,True,"A distribution conductor is faintly visible crossing the upper-left portion of the image around tree-canopy height. Dense tree crowns and foliage are at and above the conductor level, with vegetation directly overhanging/touching the line, indicating a violation-level clearance issue."
R00134,37.117578,-122.103089,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The image shows a tree-lined road in the Santa Cruz Mountains with tall conifers and deciduous trees on both sides, but no utility poles, crossarms, or conductors are present in the visible frame."
R00135,37.117591,-122.115158,4,-1,4,4,True,"Distribution conductors are visible running along the road from a wood pole with crossarm on the left. Dense tall trees (redwoods/mixed) flank both sides of the corridor with crowns at or above conductor height directly beside the line, and vegetation on the left appears within the recommended clearance envelope."
R00136,37.117743,-122.106462,4,-1,5,5,True,"A wood distribution pole with conductors running left across the frame is visible. Tall trees on both sides reach at/above conductor height, with tree crowns and branches overhanging and touching the lines near the pole. Nearest vegetation is AT/ABOVE conductor height and within a few feet, indicating violation-level clearance."
R00137,37.118022,-122.120606,3,-1,4,4,True,"Overhead distribution conductors are visible running along the road, supported by a wood pole on the left. Tall trees and a large deciduous tree crown appear at or above conductor height directly beside the line, with vegetation within the recommended clearance envelope."
R00138,37.118023,-122.119390,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a tree-lined road with dense vegetation on both sides, including tall trees and low shrubs, but no electrical lines, poles, or crossarms are present in the frame."
R00139,37.118034,-122.103025,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a residential driveway lined with tall trees on both sides and a mailbox, but no poles, crossarms, or uninsulated conductors that would indicate distribution lines are present in this view."
R00140,37.118101,-122.115634,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a road with dense vegetation on both sides (shrubs, small trees, and ground cover), but no utility poles, crossarms, or uninsulated conductors can be identified."
R00141,37.118103,-122.121846,2,-1,2,2,True,"Wood utility pole with distribution lines visible. Nearest vegetation consists of shrubs and understory plants that are clearly BELOW conductor height, located roughly 8-15 feet away from the pole. Trees in the vicinity are taller than the line but are not positioned directly adjacent to the corridor and appear to be outside the immediate fall-in distance. No vegetation currently touching, overhanging, or within the 4 ft violation envelope."
R00142,37.118113,-122.115001,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined road with dense forest vegetation on both sides, but no wooden utility poles, crossarms, or uninsulated conductors are present in the frame."
R00143,37.118202,-122.113924,3,-1,5,5,True,"A wood distribution pole is visible mid-right with conductors running overhead toward the upper right of the frame. Dense tree crowns on both sides are at and above conductor height, with foliage overhanging and effectively touching the conductor span — violation-level encroachment within well under 4 ft."
R00144,37.118303,-122.106414,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the image diagonally from upper left. Dense redwood/conifer foliage on the left is at conductor height and appears to be touching or within a few feet of the line as it passes through the tree crowns, indicating violation-level contact."
R00145,37.118403,-122.113273,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential property in a wooded area with tall conifer and deciduous trees, but no power lines, poles, or electrical infrastructure are apparent."
R00146,37.118411,-122.103313,3,-1,5,5,True,"Distribution conductors are visible running from the pole on the right along the road. Tall redwoods and pines line the right side at and above conductor height, with foliage directly adjacent to and touching the lines - violation-level clearance."
R00147,37.118449,-122.121424,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential driveway with large trees (including a prominent tall conifer on the left and deciduous trees), but no electrical distribution lines or poles can be detected. There is therefore no vegetation clearance issue to assess."
R00148,37.118544,-122.120757,2,-1,2,2,True,"Overhead distribution conductors are visible on wooden poles with crossarms running along the road. The nearest vegetation (trees and shrubs) on the left side are BELOW conductor height and located approximately 15-20+ feet away from the line corridor, outside the critical clearance envelope. No vegetation is touching, overhanging, or within the 4 ft radial clearance zone. Trees are present in the area but remain well-separated from the conductor height and safe distance margins."
R00149,37.118561,-122.116179,3,-1,5,5,True,"Overhead distribution conductors are visible on the left side running from the pole across the upper-left of the image. Tree foliage and branches are directly touching/overhanging the conductors, with vegetation AT conductor height and effectively within a few feet or less. This is violation-level contact."
R00150,37.118584,-122.120175,4,-1,4,4,True,"Faint overhead conductors are visible on the right side crossing toward the trees. Dense vegetation and tall tree crowns are directly beside and at/above conductor height within a few feet, placing vegetation well within the recommended envelope."
R00151,37.118591,-122.119497,4,-1,5,5,True,"A wood distribution pole with crossarm and multiple overhead conductors is visible on the left, spanning across the frame. Tall redwood and conifer trees rise well ABOVE conductor height directly adjacent to and behind the line, with foliage in the upper left appearing to touch/overhang the conductors. Nearest vegetation is at/above conductor height and within a few feet, indicating a violation-level condition plus significant fall-in risk."
R00152,37.118611,-122.121912,2,-1,2,2,True,"Overhead distribution conductors are visible on the wood pole to the right of the house. The nearest vegetation consists of low to mid-height shrubs and small trees that are BELOW conductor height and appear to be 15+ feet away from the line. No tall trees are directly within the fall-in zone of the conductors, and no vegetation is approaching the 4-12 ft clearance envelope. The corridor is clear of violation-level risk."
R00153,37.118676,-122.112399,0,-1,0,0,True,"No overhead distribution conductors or poles are visible in this image. The view shows a rural road with vegetation on both sides, but no utility infrastructure is present in the frame."
R00154,37.118827,-122.115269,4,-1,5,5,True,"Overhead distribution conductors are visible running along the right side of the road, supported by a pole. Dense tree crowns are directly beside and appear to overhang/touch the conductors, which are at or below surrounding tree canopy height, indicating vegetation within violation-level clearance."
R00155,37.118835,-122.103544,2,-1,2,2,True,"Overhead distribution conductors are visible running across the image (visible lines on the right side of the road). The nearest vegetation consists of tall trees with crowns ABOVE conductor height, located on the left side of the road approximately 20-30 feet away, outside the immediate corridor. Trees are near the line corridor but positioned below and outside the critical clearance zone. No vegetation is currently touching or immediately threatening the conductors."
R00156,37.118865,-122.114174,4,-1,5,5,True,"Overhead conductors are visible crossing diagonally across the upper portion of the image. Dense tall trees (redwoods/conifers) flank both sides at or above conductor height, with crowns overhanging and directly touching the span, indicating violation-level intrusion."
R00157,37.118887,-122.105900,3,-1,4,4,True,"A wood/utility pole with overhead conductors is visible on the right, with lines running across the road to the trees on the left. Dense oak canopy on the left is at conductor height directly beside/beneath where the line spans, well within the 12 ft envelope. Tall conifers on the right are also near the corridor."
R00158,37.118923,-122.113399,2,-1,2,2,True,"Distribution pole and conductor visible on the left side of the image. Nearest vegetation (shrubs and trees) is below conductor height, approximately 15-20+ feet away from the line. Trees in the corridor are present but situated outside the immediate clearance envelope, and the crowns visible are below or at conductor level. No violation-level encroachment detected."
R00159,37.119008,-122.120734,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the road from a wood pole on the left and running along the right side. On the right, tall redwood trees and dense foliage are AT or ABOVE conductor height and directly overhanging/touching the lines within a few feet. On the left, the yellowing tree crown is also very close to the spanning conductor.  Violation-level clearance."
R00160,37.119014,-122.116722,2,-1,2,2,True,"Distribution conductors are visible on a wood pole on the left side of the road. Trees are present near the corridor on both sides, with vegetation on the right clearly BELOW conductor height and approximately 15-20 ft away. The tall redwood/conifer trees on the left are well-established and not actively encroaching, positioned back from the immediate line corridor. No vegetation is touching or within the critical 4 ft clearance envelope, though some trees are within the broader utility corridor area and below the conductor height."
R00161,37.119115,-122.111892,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a heavily vegetated road corridor with dense tree canopy and foliage, but no utility poles, crossarms, or uninsulated conductors are discernible."
R00162,37.119301,-122.105652,4,-1,5,5,True,"A distribution pole with crossarm is visible left of center, with conductors spanning across the road to the right. Tall redwood and conifer trees surround the pole with dense foliage at and above conductor height, touching/overhanging the lines (well within 4 ft), indicating a violation-level condition."
R00163,37.119304,-122.114569,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined road in the Santa Cruz Mountains with dense vegetation on both sides, but no power lines, poles, or conductors are present in the scene."
R00164,37.119363,-122.103818,4,-1,5,5,True,"Overhead distribution conductors span the road diagonally across the frame. Tall trees on both sides, especially the redwoods on the right and dense conifers on the left, reach well above conductor height and have crowns directly adjacent to and overhanging the lines, indicating vegetation touching or within a few feet of the conductors."
R00165,37.119410,-122.112870,3,-1,5,5,True,"A conductor spans diagonally across the upper portion of the image from left toward the right side. Tall redwoods and dense tree crowns are well above conductor height and directly adjacent, with foliage effectively touching/overhanging the line - violation-level clearance."
R00166,37.119418,-122.113831,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. While there is a power line visible at the top of the frame, it appears to be a service drop or transmission line associated with the residential property, not a distribution line corridor. The vegetation visible (trees and shrubs around the property) cannot be assessed for clearance violations without distribution conductors present."
R00167,37.119426,-122.122035,3,-1,5,5,True,"Overhead distribution conductors span across the scene from left to right. Tall redwoods and trees on both sides are AT and ABOVE conductor height, with crowns directly adjacent to and appearing to overhang/touch the lines within a few feet, indicating violation-level clearance."
R00168,37.119432,-122.106682,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a tree-lined rural road with dense vegetation on both sides, but no wood poles, crossarms, or uninsulated conductors are apparent. Therefore, vegetation clearance cannot be assessed."
R00169,37.119443,-122.115225,4,-1,5,5,True,"A wood distribution pole with conductors running left across the frame is visible. Tall trees on both sides reach at or above conductor height, and foliage on the left appears to overhang and touch the conductors within well under 4 ft. Nearest vegetation is AT/ABOVE conductor height and effectively touching."
R00170,37.119481,-122.121269,4,-1,5,5,True,"Overhead distribution conductors are visible spanning across the top of the image from a pole near center. Large redwood trees rise well ABOVE conductor height directly adjacent to and overhanging the lines, with foliage appearing to touch/overhang the conductors — violation-level contact."
R00171,37.119541,-122.116857,3,-1,5,5,True,"Overhead distribution conductors are visible running along the left side and crossing overhead. A wood pole with tall redwood trees is directly adjacent. The redwood crowns are far ABOVE conductor height and immediately beside/overhanging the line, with foliage effectively touching or within the minimum clearance envelope, plus severe fall-in risk from towering trees."
R00172,37.119546,-122.111386,4,-1,5,5,True,"Overhead distribution conductors are visible spanning from a wood pole with insulator/transformer at upper left across the image. Dense trees and tall vegetation crowns are at or above conductor height and directly intermingling with the lines, with foliage appearing to touch/overhang the conductors - violation-level clearance."
R00173,37.119563,-122.120122,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a wooded road with tall redwood and conifer trees, an RV parked on the right side, and dense vegetation on both sides of the road, but no utility poles, crossarms, or overhead power lines are present or identifiable in the frame."
R00174,37.119581,-122.119550,0,-1,0,0,True,"No overhead distribution lines or conductors are visible in this image. The scene shows a residential driveway lined with tall coniferous trees, structures, and a trailer, but no utility poles, crossarms, or uninsulated conductors are present."
R00175,37.119630,-122.109916,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a rural road with trees, a gravel embankment, and a residence on an upper slope, but no electric distribution lines, poles, or crossarms are present."
R00176,37.119678,-122.105058,4,-1,5,5,True,"Overhead distribution conductors are visible spanning the upper right of the image toward the right-side treeline. Dense tree crowns on the right are AT or ABOVE conductor height and directly adjacent to/overhanging the line (within a few feet), indicating violation-level clearance."
R00177,37.119787,-122.112375,3,-1,4,4,True,"Overhead distribution conductors are visible spanning the road diagonally across the center of the image. Tall redwoods and other trees flank the corridor, with crowns well ABOVE conductor height directly beside and overhanging the line, within the 12 ft envelope and posing fall-in risk."
R00178,37.119868,-122.120842,4,-1,5,5,True,"Overhead distribution conductors are visible running along the left side and crossing the road on wood poles. Large trees with heavy foliage on both sides have crowns AT and ABOVE conductor height, with branches directly overhanging and appearing to touch/intermingle with the lines - violation-level clearance."
R00179,37.119877,-122.110360,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a rural road in the Santa Cruz Mountains with trees, vegetation, and a gravel driveway, but no power lines or distribution infrastructure are present."
R00180,37.119879,-122.122089,3,-1,4,4,True,"Distribution conductors are visible on the wood pole with crossarm at left, spanning across the road. Tall trees (redwoods/conifers) beside and behind the line rise well ABOVE conductor height, with crowns adjacent to the span, placing vegetation within the recommended envelope and posing fall-in risk."
R00181,37.119882,-122.104308,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential driveway with a house, parked car, and surrounding vegetation (trees and shrubs), but no electric utility lines or poles are present in the frame."
R00182,37.119882,-122.106581,2,-1,2,2,True,"Overhead distribution conductors are visible on the wood pole in the middle distance. The nearest vegetation (trees and shrubs on both sides of the road) is below conductor height and appears to be approximately 15-20 feet away from the line. Dense tree canopy is present in the corridor but at or below the conductor level currently, with no branches directly touching or immediately threatening the line."
R00183,37.119939,-122.117149,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road is lined with tall redwood and conifer trees with dense undergrowth vegetation, but no electrical lines, poles, or crossarms are present in the view."
R00184,37.119956,-122.111309,4,-1,5,5,True,"A wood distribution pole with crossarm and multiple overhead conductors is visible. Dense tall trees on the left crowd directly into the conductor span, with foliage at and above conductor height touching or within a few feet of the lines. Vegetation is ABOVE conductor height and immediately adjacent, indicating a violation-level condition."
R00185,37.120269,-122.109969,3,-1,5,5,True,"Overhead distribution conductors are visible spanning across the top of the image and down the corridor toward a pole at center. Tall trees (redwoods/conifers) crowd both sides of the corridor, with crowns well ABOVE conductor height and foliage appearing to touch or immediately overhang the lines within a few feet, indicating violation-level clearance."
R00186,37.120271,-122.108762,4,-1,4,4,True,"Overhead distribution conductors are visible crossing the sky diagonally. Tall trees on both sides of the corridor reach at or above conductor height, with the large oak on the left and dense growth on the right within the recommended 12 ft envelope of the line."
R00187,37.120285,-122.105187,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a tree-lined rural road with dense vegetation on both sides, but no utility poles, crossarms, or conductors can be identified."
R00188,37.120315,-122.117532,2,-1,2,2,True,"Distribution conductors visible on wood poles in the corridor. Vegetation consists primarily of large trees (redwoods and conifers) with crowns mostly ABOVE conductor height. The nearest vegetation is BELOW conductor height and approximately 15-20+ feet away. Trees are tall and near the corridor but do not present immediate clearance violations; however, some taller trees are within potential fall-in distance. No vegetation is currently touching or within the ~12 ft recommended envelope around the conductors."
R00189,37.120322,-122.120899,4,-1,4,4,True,"A pole with what appears to be distribution conductors is visible on the right side near the buildings. Tall redwoods and conifers are directly beside and above the line height, well within falling distance and the 12 ft envelope, with crowns at/above conductor height only a few feet from the corridor."
R00190,37.120324,-122.122141,3,-1,4,4,True,"Distribution conductors are visible on a wood pole with crossarm at left-center, running across the road. Tall redwoods and dense tree crowns on the right side reach at or above conductor height directly adjacent to the line corridor, well within falling distance and the 12 ft envelope."
R00191,37.120339,-122.104148,2,-1,2,2,True,"Distribution conductors are visible as thin lines crossing overhead in the upper portion of the image. Tall trees line both sides of the road with canopies at or above conductor height, but they are positioned slightly outside the immediate line corridor and do not appear to be directly touching or within ~4 ft of the conductors. The nearest vegetation is at approximately conductor height and roughly 15–20 ft away laterally from the line. Trees are tall enough to pose a fall-in risk, but current clearance appears marginal to acceptable—score reflects trees near the corridor below/at height outside the primary clearance envelope."
R00192,37.120522,-122.108142,2,-1,2,2,True,"Distribution conductors visible on wooden pole in middle distance. Vegetation (trees and shrubs) is present on both sides of the road corridor at low to moderate density. The nearest significant vegetation is BELOW conductor height and appears to be 20–30+ feet away laterally from the line. No trees are overhanging or directly encroaching on the conductors, and no vegetation is within the critical 4–12 ft clearance envelope. Trees in the general area are moderate-sized and not taller than the line or in immediate fall-in proximity."
R00193,37.120523,-122.109504,3,-1,5,5,True,"Overhead distribution conductors are visible running across the upper-left of the frame from a pole. Tall trees and vegetation on the left side reach AT or ABOVE conductor height and are immediately adjacent to/overhanging the lines, indicating violation-level encroachment within ~4 ft."
R00194,37.120577,-122.120239,4,-1,5,5,True,"Overhead distribution conductors are visible running from upper left across to the pole at center-right. Tall redwoods and dense tree crowns are AT and ABOVE conductor height directly adjacent to the line, with foliage effectively touching/overhanging the conductors near the pole - violation-level clearance."
R00195,37.120651,-122.106559,3,-1,4,4,True,"A wood distribution pole with crossarm and multiple uninsulated conductors is clearly visible running across the frame. Dense trees on the right and along the corridor reach at or above conductor height, with crowns directly beside the line within the ~12 ft recommended envelope; the tall conifers also pose fall-in risk."
R00196,37.120706,-122.107638,2,-1,2,2,True,"Overhead distribution conductors are visible on the wooden pole on the left side of the road. The nearest vegetation (trees on the right side of the road) is well BELOW conductor height and appears to be roughly 30-40 feet away from the line, outside the recommended 12 ft clearance envelope. Some low vegetation is present near the roadside but does not encroach on the conductor corridor."
R00197,37.120708,-122.106004,2,-1,2,2,True,"Distribution conductors are visible on the wood pole on the right side of the road. The nearest tall vegetation (tree canopy) is BELOW to AT conductor height and located approximately 15-20 feet away from the line, outside the critical clearance envelope. While there are tall trees in the area, they are set back from the immediate corridor and do not pose an immediate vegetation contact or critical clearance violation, though some trees appear tall enough to present potential fall-in risk if they were closer."
R00198,37.120726,-122.105430,3,-1,4,4,True,"Overhead conductors are visible crossing the sky diagonally. Tall redwood and other trees flank the corridor with crowns at or above conductor height directly beside the line, within the recommended clearance envelope and posing fall-in risk."
R00199,37.120732,-122.120951,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road scene shows utility poles on the left side of the road, but no electrical lines or conductors are discernible. The image captures a mountain road with tall trees (firs) in the background, but without visible distribution infrastructure, there is nothing to assess for vegetation clearance violations."
R00200,37.120746,-122.117916,4,-1,5,5,True,"A wood distribution pole with crossarm is visible on the right, with conductors running overhead across the road. Tall redwoods and dense mixed forest crowns are at or above conductor height directly adjacent to and overhanging the line, with vegetation appearing to touch or be within a few feet of the conductors near the pole."
R00201,37.120766,-122.122201,3,-1,4,4,True,"Overhead distribution conductors are faintly visible running across the upper portion of the image from the pole on the right side. Tall conifers and trees flank the corridor at or above conductor height directly beside the line, placing crowns within the recommended envelope and creating fall-in risk."
R00202,37.120782,-122.110671,4,-1,5,5,True,"Overhead distribution conductors are visible running from a pole at center-right with transformer equipment. Dense tree crowns on both sides are at and above conductor height, with foliage overhanging and touching the lines - violation-level clearance."
R00203,37.120782,-122.104311,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a rural residential street lined with mature oak and other trees, with parked vehicles, but no visible power poles, crossarms, or uninsulated distribution lines. Only service drops or other infrastructure not relevant to distribution line clearance assessment can be seen."
R00204,37.120814,-122.107101,4,-1,4,4,True,"Overhead distribution conductors are visible spanning across the image against the sky. Tall trees (redwoods/conifers) on both sides reach at or above conductor height, and dense tree crowns on the right are directly adjacent to the line within roughly the 12 ft envelope. Nearest vegetation is AT/ABOVE conductor height."
R00205,37.121186,-122.121008,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The view shows a residential road with trees lining both sides, but no utility poles, crossarms, or uninsulated conductors can be identified. Only vegetation and a roadway are present."
R00206,37.121232,-122.122254,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. While there are utility poles visible on the left side of the road, no uninsulated distribution conductors can be clearly identified. The image shows a residential road lined with trees and vegetation, but without visible distribution lines, there is no clearance concern to evaluate."
R00207,37.121264,-122.110591,3,-1,5,5,True,"A conductor is visible running diagonally across the upper-left sky. Tall redwoods and dense tree crowns are at and above conductor height directly adjacent to the line, with foliage appearing to overhang and touch the span, indicating violation-level encroachment."
R00208,37.121348,-122.118300,3,-1,5,5,True,"Overhead conductors are visible spanning the upper right of the image against the sky. Tall redwoods and dense conifer crowns are directly at and above conductor height immediately beside and overhanging the line, well within the 4 ft envelope — violation-level proximity."
R00209,37.121555,-122.124978,0,-1,0,0,True,"No overhead distribution conductors visible in this image. The scene shows a residential driveway lined with dense tall trees on both sides, but no utility poles, crossarms, or distribution lines are evident. The image does not contain infrastructure relevant to the evaluation criteria."
R00210,37.121597,-122.121104,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential/commercial street with vehicles, buildings, and trees, but no utility poles or power lines carrying distribution conductors are present in the frame."
R00211,37.121598,-122.122497,3,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper portion of the image. Bare tree crowns reach up to and intertwine with the conductor height directly beside/among the lines, indicating vegetation at or touching conductors (violation-level)."
R00212,37.121616,-122.123470,4,-1,4,4,True,"An overhead conductor is faintly visible running from upper left across the frame near the pole. Dense tall trees and vegetation crowd the corridor, with tree crowns at or above conductor height directly beside the line, well within the 12 ft envelope."
R00213,37.121624,-122.124166,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The image shows a parking area with parked vehicles, trees, and poles in the background, but no clear distribution lines with uninsulated conductors on wood poles are identifiable."
R00214,37.121643,-122.118859,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the upper portion of the image. Dense tree foliage on the right side is at conductor height and appears to be touching/overhanging the lines, well within the 4 ft clearance zone. Tall trees on both sides also exceed line height within falling distance."
R00215,37.121698,-122.110357,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a rural road lined with tall redwood and evergreen trees on both sides, but no power lines, poles, crossarms, or uninsulated conductors are apparent. The road has dense forest vegetation but without visible distribution infrastructure, no clearance assessment is possible."
R00216,37.121723,-122.121971,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame horizontally. Dense tree crowns on the right are at/above conductor height and appear to be touching or directly overhanging the lines, well within the 4 ft violation threshold."
R00217,37.121810,-122.119386,3,-1,5,5,True,Overhead conductors are visible spanning across the road and running along the right side of the corridor. The lines pass directly through dense redwood foliage; tall trees tower well ABOVE conductor height on both sides with branches touching/overhanging the conductors (within inches). This is a violation-level condition with massive fall-in risk from the surrounding redwoods.
R00218,37.122017,-122.121230,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The road is lined with tall trees on both sides, but no wooden utility poles, crossarms, or power lines can be identified. The view shows only the roadway and tree canopy."
R00219,37.122052,-122.123783,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. The scene shows a residential street in the Santa Cruz Mountains with mature trees, parked vehicles, and a road, but no power lines or distribution infrastructure are apparent."
R00220,37.122126,-122.110561,0,-1,0,0,True,"No overhead distribution lines or conductors are visible in this image. The view shows a forested mountain road with tall coniferous trees on both sides, but no utility poles, crossarms, or power lines are present in the scene."
R00221,37.122141,-122.122903,0,-1,0,0,True,"No overhead electric distribution conductors are visible in this image. While there are tall trees present (conifers and deciduous trees above conductor height if lines were present), no wood poles, crossarms, or uninsulated conductors are discernible in the view of this residential road in the Santa Cruz Mountains."
R00222,37.122173,-122.122058,3,-1,4,4,True,"Overhead distribution conductors are visible running along the right side of the road and crossing overhead (multiple spans against the sky). Tall redwoods and dense tree crowns on both sides are at or above conductor height, with foliage on the right directly beside the line within the ~12 ft recommended envelope. No clear touching contact seen, so scored 4."
R00223,37.122290,-122.119731,5,-1,5,5,True,"Overhead distribution conductors are visible in the upper left running diagonally across the frame near a wooden pole. Dense tree foliage on both sides is at conductor height and appears to be touching/overhanging the lines, well within 4 ft, indicating a violation-level clearance issue."
R00224,37.122495,-122.123922,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a residential parking area surrounded by tall trees, but no utility poles, crossarms, or uninsulated conductors are present in the scene."
R00225,37.122531,-122.123047,3,-1,5,5,True,"Overhead distribution conductors are visible on the left side running from a pole through the tall redwood/conifer stand. Dense tree foliage is directly touching and overhanging the lines, with tree crowns well above conductor height immediately adjacent - violation-level contact."
R00226,37.122544,-122.110788,2,-1,2,2,True,"Overhead distribution conductors are visible running along the corridor on the right side of the road. The nearest vegetation (trees and shrubs) on both sides of the line is below conductor height. The trees are present within the general corridor area but are not directly threatening the conductors at this moment, and there is adequate clearance visible above the vegetation to the line height."
R00227,37.122557,-122.121398,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The scene shows a residential street with parked vehicles, large trees on the left side, and what appears to be a construction site on the right. While there is substantial vegetation including tall trees in the area, no electric utility distribution lines or poles are apparent."
R00228,37.122581,-122.125787,4,-1,5,5,True,"A wood distribution pole is visible on the right with overhead conductors spanning across the road (visible against the sky in the upper portion). Dense trees and foliage are at and above conductor height on both sides, with tree crowns directly overhanging the wires within a few feet, indicating violation-level encroachment."
R00229,37.122638,-122.122214,3,-1,4,4,True,"Overhead conductors are visible spanning diagonally across the left/upper portion of the image. On the right side, large trees (oak and redwoods) have crowns at or above conductor height directly beside the line corridor, placing vegetation within the recommended clearance envelope and posing fall-in risk. Nearest tree crowns appear AT/ABOVE conductor height within a few feet."
R00230,37.122917,-122.113902,4,-1,4,4,True,"Overhead conductors are visible spanning the sky across the corridor. Dense tree crowns (oaks, redwoods) are at or above conductor height on both sides, directly beside the line within a few feet. This places vegetation within the recommended 12 ft envelope with tall trees at conductor level."
R00231,37.122959,-122.126421,4,-1,5,5,True,"Overhead distribution conductors are visible running across the image from upper left to a pole in the mid-distance. Dense vegetation and tall trees line both sides of the narrow road. Tall conifers and dense brush are at or above conductor height directly beside and beneath the line, with foliage appearing to touch/overhang the conductors near the pole - a violation-level clearance concern."
R00232,37.122963,-122.120013,4,-1,5,5,True,"Overhead conductors are visible spanning across the top of the image. Dense tree crowns and foliage are at and above conductor height on both sides, with vegetation appearing to touch or overhang the lines, indicating violation-level clearance."
R00233,37.122980,-122.123515,4,-1,5,5,True,"Overhead distribution conductors are visible running across the upper portion of the image and along the corridor on the right toward the poles. On the left, deciduous tree crowns are directly overhanging and appear to touch/intertwine with the conductors, and on the right the tall redwood/conifer foliage is immediately adjacent at conductor height. Nearest vegetation is AT conductor height and within touching distance (<4 ft)."
R00234,37.122982,-122.124078,4,-1,4,4,True,"Overhead distribution conductors are visible running across the image from the pole on the right. Multiple tree crowns (deciduous with fall color and evergreen) reach up to and above conductor height directly beside and beneath the lines, within the 12 ft recommended envelope but not clearly touching."
R00235,37.122998,-122.121538,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a mountain road with parked vehicles, trees lining both sides, and utility poles in the distance, but no clear distribution lines with uninsulated conductors are discernible."
R00236,37.123086,-122.123007,3,-1,4,4,True,"Overhead distribution conductors are visible spanning the image, running toward the treeline on the right. Tall conifers and trees on both sides reach at or above conductor height. On the right, the line disappears into tree crowns that appear at/above the conductor level within a few feet, indicating vegetation within the recommended clearance envelope."
R00237,37.123114,-122.114418,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a rural road with dense vegetation on both sides, trees in the background, and a parked vehicle, but no wooden poles, crossarms, or uninsulated conductors typical of distribution lines are present."
R00238,37.123135,-122.110682,4,-1,5,5,True,"Overhead distribution conductors are visible crossing the frame from upper-left to the pole on the right. Tall redwoods and dense conifer foliage surround the corridor, with tree crowns AT and ABOVE conductor height directly adjacent, and foliage appears to be within a few feet of/overhanging the spans, indicating violation-level encroachment."
R00239,37.123168,-122.113270,4,-1,4,4,True,"Overhead distribution conductors are visible running along the right side of the road, supported by a wood pole. Dense tree crowns on both sides are at/above conductor height and directly beside the line, with foliage within the recommended 12 ft envelope."
R00240,37.123222,-122.114996,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a winding mountain road through dense forest with tall trees on both sides, but no utility poles, crossarms, or power lines are present in the frame."
R00241,37.123358,-122.112763,0,-1,0,0,True,"No overhead distribution conductors are visible in this image. The view shows a rural road heavily canopied by dense tree foliage on both sides, but no utility poles, crossarms, or uninsulated conductors can be identified. While there are tall trees present, without visible distribution infrastructure there is no clearance violation to assess."
R00242,37.123404,-122.119990,3,-1,5,5,True,"Overhead conductors are visible spanning across the road from upper left toward the trees. Dense tree canopy, including a tall redwood and surrounding foliage, is at or above conductor height and appears to be directly overhanging/touching the lines, indicating violation-level vegetation encroachment."
